age;job;marital;education;balance;housing;loan;month;duration;campaign;pdays
44;services;divorced;secondary;0;yes;no;jun;389;5;-1
47;unknown;married;unknown;677;no;no;aug;384;1;99
41;self-employed;married;primary;340;no;no;jun;37;3;-1
54;technician;married;tertiary;98;no;no;aug;420;4;-1
47;technician;divorced;tertiary;477;yes;no;may;973;1;366
32;management;single;tertiary;2629;no;no;aug;77;4;-1
59;housemaid;married;tertiary;0;no;yes;jul;376;2;-1
29;technician;single;tertiary;2325;no;no;feb;125;1;-1
48;services;married;secondary;-20;no;no;aug;142;2;-1
32;technician;single;secondary;230;yes;no;may;442;1;266
46;management;divorced;secondary;-852;no;yes;aug;728;2;-1
31;blue-collar;single;primary;-280;no;no;may;281;3;-1
53;blue-collar;married;secondary;25;no;no;aug;528;2;-1
34;technician;single;tertiary;9851;yes;no;nov;128;5;-1
48;services;single;unknown;5095;yes;no;jun;71;1;-1
32;technician;married;secondary;687;no;no;aug;161;4;-1
31;management;married;secondary;1368;yes;no;aug;129;4;-1
27;blue-collar;single;primary;-179;yes;no;may;54;2;-1
60;admin.;married;secondary;-396;yes;no;may;443;1;350
34;blue-collar;single;tertiary;1011;yes;no;may;136;1;-1
52;self-employed;married;secondary;9;no;yes;jun;44;1;-1
48;blue-collar;married;secondary;1159;yes;yes;may;1181;9;-1
45;technician;married;primary;-322;no;no;jun;225;2;-1
54;technician;divorced;secondary;1114;yes;no;jan;81;1;-1
52;services;married;secondary;2072;no;no;jul;224;1;-1
47;entrepreneur;married;tertiary;459;yes;no;jul;189;4;-1
54;unknown;married;secondary;1157;no;no;may;98;2;-1
34;blue-collar;married;secondary;8309;yes;yes;nov;50;1;-1
39;technician;single;tertiary;1043;no;no;aug;195;10;-1
46;technician;married;secondary;2098;no;no;aug;110;2;-1
26;unemployed;single;secondary;461;no;no;jan;214;1;-1
37;technician;single;secondary;61;yes;no;may;182;8;-1
47;blue-collar;married;secondary;1203;yes;no;apr;239;2;-1
35;technician;married;secondary;1067;no;yes;aug;179;6;-1
57;unemployed;married;primary;0;no;no;jun;540;1;-1
34;management;married;tertiary;1657;yes;no;may;566;2;356
47;technician;married;secondary;1219;no;no;aug;697;4;-1
27;technician;married;secondary;7;yes;no;may;98;2;-1
40;blue-collar;married;secondary;-839;yes;yes;jul;1018;2;-1
39;technician;married;secondary;994;no;no;feb;221;1;241
36;entrepreneur;married;tertiary;6;no;no;oct;246;1;-1
42;technician;single;secondary;0;no;no;aug;656;2;-1
23;blue-collar;single;primary;8627;yes;no;jun;281;1;-1
34;management;married;tertiary;133;yes;no;may;65;1;-1
34;blue-collar;married;secondary;247;yes;yes;may;193;5;-1
49;services;married;secondary;1114;no;no;nov;283;1;-1
57;blue-collar;married;primary;1592;no;yes;jun;78;4;-1
59;retired;married;unknown;0;no;no;may;425;6;-1
57;admin.;married;tertiary;46;no;no;aug;238;2;-1
34;blue-collar;married;secondary;1221;yes;no;may;182;1;90
61;management;married;secondary;985;no;no;aug;998;6;-1
35;blue-collar;divorced;secondary;0;yes;no;may;477;1;-1
42;management;married;tertiary;520;no;no;nov;158;1;-1
57;services;married;tertiary;10;no;no;jul;320;3;-1
42;blue-collar;married;secondary;2157;yes;no;may;149;1;364
53;retired;married;secondary;6095;yes;yes;may;410;5;-1
63;retired;married;tertiary;133;yes;no;feb;104;2;-1
47;self-employed;married;secondary;1121;no;no;jun;454;6;-1
54;services;married;secondary;88;yes;no;may;190;1;-1
45;admin.;married;secondary;0;no;no;aug;145;10;-1
28;management;single;tertiary;-328;yes;no;feb;318;2;-1
58;unemployed;married;secondary;610;yes;no;jul;246;2;-1
48;management;single;tertiary;414;no;no;jul;761;2;-1
35;management;divorced;tertiary;0;yes;no;oct;171;1;-1
37;self-employed;married;tertiary;0;no;no;jun;143;1;-1
37;blue-collar;married;secondary;685;yes;no;jun;968;1;-1
37;management;married;primary;22856;no;no;jul;154;1;388
25;services;single;secondary;-352;no;no;jul;246;1;-1
58;blue-collar;married;secondary;602;yes;no;may;201;1;-1
52;management;married;secondary;-588;yes;no;jul;81;4;-1
19;student;single;secondary;302;no;no;jul;205;1;-1
59;blue-collar;married;secondary;5314;yes;no;may;200;3;-1
41;technician;married;secondary;64;yes;yes;may;210;2;-1
34;technician;single;tertiary;632;no;no;aug;215;10;-1
35;technician;single;secondary;5731;yes;no;may;164;2;167
41;technician;married;secondary;902;no;no;jun;35;6;-1
28;blue-collar;single;secondary;6307;yes;no;may;615;1;-1
53;management;divorced;secondary;112;no;yes;aug;246;3;-1
35;services;married;secondary;0;no;yes;jul;42;1;-1
33;admin.;single;tertiary;621;no;no;jul;217;1;-1
37;technician;single;secondary;435;yes;no;may;210;1;-1
32;technician;married;secondary;782;yes;no;may;116;4;-1
32;blue-collar;married;secondary;478;yes;no;jun;200;1;-1
54;services;married;unknown;7864;yes;no;may;145;4;-1
44;blue-collar;married;secondary;1910;yes;no;jun;41;1;-1
36;technician;divorced;tertiary;1174;yes;no;nov;192;2;-1
56;admin.;married;secondary;1270;yes;no;nov;80;2;165
30;management;single;tertiary;18;no;no;may;121;11;-1
36;blue-collar;married;secondary;141;yes;no;may;106;3;-1
43;management;married;tertiary;2886;no;no;nov;230;1;-1
40;technician;married;secondary;2715;yes;no;may;125;2;-1
32;technician;single;tertiary;1100;yes;yes;aug;67;1;-1
34;blue-collar;married;secondary;516;yes;yes;jun;26;1;-1
37;services;married;secondary;1;no;no;may;395;2;-1
28;admin.;single;secondary;775;no;no;jan;603;2;-1
35;unknown;married;primary;634;no;no;jul;185;2;-1
53;blue-collar;single;secondary;5715;no;no;jan;287;2;-1
60;admin.;married;unknown;1088;yes;no;may;149;1;-1
40;entrepreneur;married;secondary;1532;yes;yes;nov;173;7;-1
57;retired;married;primary;75;no;no;aug;118;2;-1
29;technician;single;secondary;103;no;no;may;314;1;-1
44;blue-collar;married;primary;134;yes;no;may;378;1;-1
41;admin.;single;secondary;748;no;no;nov;94;7;130
47;technician;married;secondary;1990;yes;yes;aug;108;4;-1
43;technician;married;tertiary;192;no;no;aug;203;2;-1
37;technician;single;secondary;267;no;no;may;121;1;-1
34;technician;single;tertiary;586;yes;no;may;489;2;-1
30;blue-collar;single;secondary;648;yes;yes;may;287;1;-1
57;entrepreneur;divorced;secondary;25;yes;no;may;652;1;370
26;admin.;single;secondary;96;yes;no;may;612;2;348
34;management;married;tertiary;1116;yes;no;jul;53;5;-1
46;technician;divorced;secondary;-90;no;yes;oct;270;1;-1
38;entrepreneur;married;tertiary;170;yes;no;may;442;1;-1
37;technician;single;secondary;3665;no;no;aug;664;3;-1
28;management;single;tertiary;2380;no;no;sep;394;2;-1
57;blue-collar;married;primary;179;no;no;jun;230;3;-1
39;management;married;tertiary;763;yes;no;may;877;7;300
49;services;married;secondary;320;no;no;feb;1971;4;-1
38;technician;married;secondary;1960;yes;no;aug;161;2;-1
27;blue-collar;married;secondary;818;yes;no;jun;188;5;-1
30;admin.;married;secondary;2678;yes;no;may;23;5;-1
38;admin.;married;tertiary;1980;no;no;aug;176;2;-1
36;management;married;tertiary;1582;no;no;feb;26;2;197
38;retired;single;unknown;62;no;no;jun;212;1;-1
59;housemaid;married;primary;235;no;no;aug;119;2;-1
37;management;married;tertiary;489;yes;no;aug;205;5;-1
29;self-employed;married;tertiary;3931;yes;no;jun;73;4;-1
43;blue-collar;married;secondary;699;yes;yes;nov;1258;2;122
33;technician;married;secondary;58;yes;no;aug;57;2;-1
54;housemaid;divorced;secondary;1327;no;no;jun;115;2;-1
55;services;married;secondary;557;no;no;jun;58;1;-1
32;technician;single;tertiary;741;yes;no;aug;238;1;-1
48;management;married;primary;3230;yes;no;nov;207;3;-1
33;management;single;tertiary;1439;yes;no;jun;178;2;-1
46;admin.;married;secondary;120;yes;no;may;20;11;-1
44;management;married;tertiary;1058;no;no;mar;188;3;-1
47;blue-collar;married;primary;881;yes;no;may;143;1;370
38;technician;married;secondary;6728;no;no;nov;232;1;96
80;retired;married;secondary;462;no;no;dec;127;2;-1
40;self-employed;married;secondary;167;yes;yes;may;380;4;295
43;entrepreneur;married;tertiary;1574;yes;no;nov;167;3;-1
32;technician;single;tertiary;1625;no;no;may;796;1;109
39;management;married;tertiary;562;no;no;sep;303;2;-1
33;technician;married;secondary;9305;yes;no;apr;407;2;-1
31;technician;single;secondary;35;no;yes;jul;229;1;-1
36;management;single;tertiary;0;no;no;aug;108;2;-1
35;management;single;tertiary;2486;yes;no;may;265;1;-1
25;services;single;secondary;368;no;no;jul;168;1;-1
33;management;single;secondary;1558;yes;no;apr;97;1;-1
23;blue-collar;single;primary;8627;yes;no;may;169;1;346
31;management;single;tertiary;2590;no;no;sep;103;2;484
36;management;married;tertiary;0;yes;yes;jun;599;3;-1
44;technician;single;tertiary;900;yes;no;jan;322;2;-1
31;management;single;tertiary;385;yes;no;may;304;1;-1
55;blue-collar;married;primary;1649;yes;no;may;52;3;-1
51;housemaid;divorced;secondary;9228;no;no;jul;655;4;-1
36;admin.;married;secondary;0;yes;yes;feb;101;2;-1
27;unemployed;single;tertiary;1;no;no;feb;65;2;-1
40;services;married;secondary;771;yes;no;may;173;4;-1
49;services;married;secondary;280;yes;no;jul;162;3;-1
59;retired;married;primary;46;no;no;aug;78;2;-1
32;management;married;tertiary;2431;yes;no;may;646;5;-1
42;retired;single;tertiary;308;no;no;jan;114;2;-1
35;management;divorced;tertiary;160;yes;no;jun;141;6;-1
29;blue-collar;single;secondary;555;yes;no;may;133;4;-1
29;technician;single;secondary;778;yes;no;jun;1994;2;-1
37;blue-collar;single;secondary;48;no;no;may;140;2;-1
49;admin.;married;primary;169;yes;no;may;82;3;-1
51;services;divorced;secondary;12;yes;no;nov;150;1;-1
61;housemaid;married;primary;848;no;no;apr;605;1;187
43;management;married;secondary;481;yes;no;nov;164;1;110
42;services;married;tertiary;12223;yes;no;nov;36;1;-1
24;blue-collar;married;secondary;-254;yes;yes;may;290;2;-1
46;self-employed;married;tertiary;1148;no;no;jul;104;2;-1
23;admin.;single;secondary;5;no;no;may;413;1;-1
26;services;single;secondary;50;yes;no;aug;153;1;-1
43;blue-collar;divorced;primary;92;yes;no;may;237;2;-1
35;technician;single;tertiary;470;yes;no;jul;743;13;-1
38;technician;married;secondary;0;no;no;aug;82;4;-1
56;unemployed;divorced;primary;109;no;no;jul;924;4;-1
31;services;married;secondary;440;yes;no;jun;117;3;-1
32;management;single;tertiary;0;no;no;feb;550;4;-1
28;services;single;secondary;2685;no;yes;aug;5;1;-1
26;admin.;divorced;secondary;-3;yes;no;may;181;5;-1
49;management;married;tertiary;7007;no;no;nov;325;2;-1
33;admin.;married;secondary;220;yes;no;may;345;1;-1
80;retired;married;primary;1548;no;no;aug;331;2;-1
40;blue-collar;married;secondary;326;yes;yes;jul;112;1;-1
42;technician;divorced;secondary;0;yes;no;may;115;6;-1
46;blue-collar;married;secondary;123;no;no;aug;381;3;-1
32;management;single;tertiary;697;no;no;aug;119;1;99
37;services;single;tertiary;223;yes;no;may;25;1;-1
32;student;married;secondary;1694;yes;no;jan;929;1;-1
53;management;married;tertiary;4446;yes;no;may;429;1;-1
39;management;married;tertiary;894;yes;no;apr;491;1;326
31;technician;divorced;secondary;202;yes;no;jul;146;1;-1
34;management;single;tertiary;0;no;no;aug;191;2;-1
44;technician;married;tertiary;1707;no;no;aug;406;3;-1
35;technician;married;secondary;13658;yes;no;dec;220;2;-1
39;admin.;married;secondary;406;no;no;jul;253;5;-1
55;services;married;secondary;96;no;no;jul;340;2;-1
34;housemaid;married;secondary;0;yes;no;oct;154;1;-1
39;technician;married;tertiary;-276;no;yes;aug;121;4;-1
58;retired;married;secondary;413;no;no;aug;104;5;-1
37;blue-collar;married;primary;655;yes;no;feb;127;2;258
56;retired;divorced;primary;694;no;no;jan;144;1;102
32;admin.;single;secondary;10218;yes;no;nov;149;2;-1
41;technician;single;tertiary;1646;yes;no;feb;261;1;184
29;admin.;single;tertiary;14;no;no;sep;87;1;120
44;management;married;tertiary;7635;no;no;aug;719;5;-1
24;blue-collar;married;secondary;9;yes;no;may;292;7;-1
43;management;single;secondary;1029;yes;no;jun;145;1;-1
26;admin.;married;tertiary;2855;no;no;mar;52;3;-1
39;admin.;married;secondary;260;yes;no;apr;146;1;281
49;blue-collar;married;secondary;2039;yes;no;may;451;1;169
52;blue-collar;divorced;primary;-97;yes;yes;may;167;4;-1
33;blue-collar;married;tertiary;1465;no;no;aug;98;4;-1
30;blue-collar;married;secondary;125;yes;no;may;238;2;-1
32;technician;single;tertiary;930;no;no;aug;85;7;-1
27;management;single;tertiary;0;yes;no;jan;323;4;-1
58;blue-collar;married;primary;73;no;no;jun;116;1;-1
46;retired;married;primary;-35;yes;no;may;304;3;-1
28;management;single;tertiary;1351;no;no;dec;267;1;-1
39;services;married;primary;1601;yes;no;may;201;2;-1
41;services;married;unknown;88;yes;no;may;105;1;336
38;services;married;secondary;435;yes;no;may;193;2;-1
50;unemployed;divorced;secondary;717;yes;no;jan;113;1;-1
56;services;married;secondary;705;yes;no;may;151;2;-1
34;technician;married;secondary;1553;no;no;aug;200;2;-1
33;blue-collar;divorced;secondary;-131;yes;no;may;145;1;-1
61;technician;married;secondary;1191;no;no;may;214;4;-1
36;admin.;single;secondary;47;no;yes;jul;36;6;-1
34;technician;married;tertiary;544;yes;yes;nov;58;2;-1
36;blue-collar;married;secondary;688;yes;no;may;174;2;-1
45;management;married;tertiary;242;no;no;apr;587;1;-1
27;student;single;tertiary;118;no;no;may;112;1;-1
45;admin.;married;secondary;-388;yes;no;jul;175;2;-1
40;self-employed;married;tertiary;1603;no;no;jun;279;1;-1
36;management;single;secondary;1511;yes;no;nov;270;1;-1
46;blue-collar;married;primary;147;yes;no;may;116;2;169
37;entrepreneur;married;tertiary;836;yes;no;may;129;2;-1
36;technician;married;secondary;55;yes;no;may;38;2;369
37;admin.;married;secondary;1123;no;yes;may;138;1;-1
22;student;single;tertiary;691;no;no;aug;338;1;-1
51;services;married;secondary;0;no;yes;jun;565;3;-1
49;technician;married;secondary;12531;no;no;aug;77;8;-1
35;management;married;tertiary;552;yes;yes;nov;314;2;124
50;housemaid;married;primary;0;no;no;jun;179;2;-1
31;services;married;tertiary;309;yes;yes;may;294;1;-1
47;services;single;secondary;33;yes;no;may;298;1;-1
59;blue-collar;married;secondary;681;yes;no;apr;427;2;-1
32;blue-collar;married;secondary;1787;yes;no;may;87;4;357
71;retired;married;tertiary;14220;yes;no;sep;397;1;-1
31;management;single;tertiary;12569;no;no;sep;344;1;295
41;blue-collar;married;primary;4;no;no;jul;74;5;-1
35;blue-collar;married;primary;3587;yes;no;may;148;4;-1
36;management;married;tertiary;254;no;no;jun;161;3;-1
46;blue-collar;divorced;primary;1712;no;no;jun;110;1;-1
46;blue-collar;married;secondary;4855;yes;no;aug;1529;1;397
47;technician;married;tertiary;2408;no;no;aug;236;1;104
35;management;single;tertiary;252;yes;no;aug;89;2;-1
37;blue-collar;married;secondary;346;yes;no;apr;390;1;316
56;admin.;married;secondary;45;no;no;may;1467;1;-1
46;admin.;married;secondary;556;yes;yes;may;646;3;-1
44;management;divorced;tertiary;-710;yes;no;jul;183;1;-1
48;technician;single;tertiary;-551;yes;no;may;168;2;-1
28;blue-collar;single;secondary;56;yes;no;may;66;1;-1
38;entrepreneur;married;tertiary;1514;no;yes;nov;160;3;120
34;management;single;tertiary;178;yes;no;may;14;2;-1
56;technician;married;secondary;359;yes;no;jun;220;4;-1
55;retired;divorced;secondary;1580;no;yes;jun;1007;1;-1
44;blue-collar;divorced;secondary;221;no;no;jul;149;13;-1
38;technician;married;tertiary;1161;yes;no;may;665;1;-1
53;retired;married;secondary;1278;yes;no;jul;174;3;-1
41;admin.;single;tertiary;982;no;no;jul;105;1;-1
34;technician;single;secondary;16;no;no;aug;990;1;-1
34;management;single;tertiary;1;no;no;nov;582;1;-1
35;services;married;secondary;128;yes;no;may;136;1;-1
38;entrepreneur;single;secondary;2543;no;no;aug;223;1;414
42;entrepreneur;married;tertiary;42045;no;no;aug;205;2;-1
56;blue-collar;married;primary;828;yes;no;may;214;1;349
37;management;divorced;tertiary;0;yes;no;may;217;6;-1
47;housemaid;married;secondary;3940;yes;no;nov;171;2;96
29;blue-collar;married;secondary;125;yes;no;may;50;1;-1
41;management;married;tertiary;140;yes;no;jun;65;3;-1
43;technician;single;secondary;593;yes;no;may;55;1;-1
38;self-employed;married;secondary;746;no;no;jun;256;3;-1
31;technician;married;secondary;589;yes;yes;may;151;1;-1
32;management;single;tertiary;2343;no;no;jul;226;1;-1
40;management;married;tertiary;294;yes;no;jul;97;5;-1
45;admin.;married;secondary;644;no;yes;jul;92;1;-1
43;management;married;secondary;-26;yes;no;may;343;1;-1
27;services;single;secondary;3354;yes;no;may;493;5;-1
33;management;single;tertiary;23;no;no;aug;216;3;-1
37;admin.;married;secondary;7;yes;no;may;224;7;105
60;admin.;married;secondary;3735;no;no;dec;190;1;188
51;self-employed;married;unknown;2094;no;no;jun;458;6;-1
44;blue-collar;married;secondary;508;yes;no;apr;222;1;154
48;management;married;unknown;0;yes;no;may;612;1;344
57;blue-collar;married;primary;93;yes;no;apr;137;1;-1
29;technician;single;tertiary;0;yes;no;may;104;2;-1
50;services;married;secondary;26394;no;no;aug;206;4;-1
36;services;married;secondary;-11;yes;no;jul;172;28;-1
49;technician;married;tertiary;523;yes;no;mar;152;2;-1
49;technician;married;secondary;-74;yes;no;nov;114;1;-1
35;management;married;tertiary;0;no;no;jul;89;1;-1
39;technician;single;secondary;122;yes;no;jun;158;1;-1
34;blue-collar;married;primary;351;no;yes;jul;326;11;-1
57;self-employed;married;secondary;35;no;yes;jun;215;3;-1
37;technician;divorced;secondary;2610;yes;no;may;53;1;-1
25;services;single;secondary;64;no;no;jul;71;11;-1
43;blue-collar;married;primary;60;no;no;may;487;2;367
37;blue-collar;married;secondary;342;yes;no;may;340;2;175
36;blue-collar;single;tertiary;1830;no;no;oct;183;1;91
49;management;divorced;tertiary;1904;no;yes;nov;131;2;-1
38;management;single;tertiary;16957;yes;no;jan;208;1;247
39;management;divorced;tertiary;26;no;no;jun;311;5;-1
40;management;married;tertiary;0;no;no;nov;147;1;96
34;admin.;married;secondary;79;yes;no;may;83;1;-1
39;blue-collar;married;primary;2303;yes;no;jun;775;3;-1
53;blue-collar;married;secondary;65;no;no;aug;25;18;-1
44;management;married;tertiary;332;yes;no;jul;497;5;-1
32;technician;divorced;secondary;-399;yes;no;jun;180;1;-1
50;technician;divorced;secondary;-54;yes;yes;may;698;2;292
29;services;married;primary;-102;no;no;jul;134;1;-1
55;unemployed;married;tertiary;4809;yes;no;nov;223;2;186
73;retired;married;primary;279;no;no;jan;399;3;-1
